2016,10,16,14,48,16,21
2016,10,17,17,41,18,14
2016,10,18,18,1,19,23
2016,10,19,18,37,19,55
2016,10,21,18,30,19,41
2016,10,22,15,52,17,20
2016,10,23,14,17,16,9
2016,10,31,12,56,15,22
2016,11,1,11,38,13,42
2016,11,5,14,5,16,43
2016,11,6,15,44,16,33
2016,11,7,19,6,20,10
2016,11,8,19,7,20,5
