0,0,0,0,0,0.042345,0.019544,0.36808,0.5456,0.02443,0,0,0
0,0,0,0,0.012346,0.41564,0.041152,0.23457,0.27984,0.016461,0,0,0
0,0,0,0.010309,0.0068729,0.010309,0.054983,0.34021,0.53608,0.041237,0,0,0
0,0,0,0,0.017628,0.012821,0.059295,0.35256,0.46635,0.086538,0.0048077,0,0
0,0,0,0,0,0.0033167,0.076285,0.4063,0.41791,0.096186,0,0,0
0,0,0,0,0,0.013333,0.37333,0.54,0.073333,0,0,0,0
0,0,0,0,0,0.015464,0.095361,0.22423,0.5567,0.10825,0,0,0
0,0,0,0,0,0,0.027888,0.27092,0.48606,0.20717,0.0079681,0,0
0,0,0,0,0,0.05042,0.14846,0.31092,0.21148,0.16947,0.088235,0.021008,0
0.015748,0.023622,0,0,0,0,0,0.003937,0.66535,0.2874,0.003937,0,0
0.0035211,0,0,0,0,0,0.0035211,0.0070423,0.51056,0.45775,0.017606,0,0
0.024823,0.014184,0,0,0,0,0,0.0035461,0.61348,0.34397,0,0,0
0.85537,0.13636,0,0,0,0,0,0.0082645,0,0,0,0,0
0.0082988,0.0041494,0,0,0,0,0,0.0041494,0.75519,0.22407,0.0041494,0,0
0,0,0.01087,0.043478,0.1413,0.47826,0.28261,0.043478,0,0,0,0,0
0,0,0,0.0625,0.19318,0.55966,0.17898,0.0028409,0.0028409,0,0,0,0
0,0.003413,0.0056883,0.023891,0.062571,0.094425,0.17065,0.20592,0.21957,0.16724,0.046644,0,0
0,0.005189,0.034099,0.18977,0.26242,0.22313,0.13417,0.083766,0.057079,0.010378,0,0,0
0,0,0,0,0,0.028871,0.19948,0.69816,0.073491,0,0,0,0
0,0,0,0,0,0.020747,0.18257,0.72614,0.070539,0,0,0,0
0,0,0,0,0.005305,0.06366,0.061008,0.079576,0.21485,0.16711,0.17507,0.23342,0
0,0,0,0,0,0.0059701,0.045771,0.14627,0.26766,0.26866,0.19701,0.068657,0
0,0,0,0,0,0,0,0.0023585,0.028302,0.11321,0.27594,0.58019,0
0,0,0,0,0,0,0.0081522,0.18207,0.78261,0.024457,0.0027174,0,0
