0,0,0.0014025,0.02805,0.049088,0.092567,0.22861,0.1655,0.054698,0.077139,0.21038,0.092567,0
0,0,0,0,0,0.003937,0.011811,0.074803,0.17323,0.15354,0.29921,0.28346,0
0,0,0.0080321,0.0080321,0.048193,0.11245,0.11245,0.5502,0.16064,0,0,0,0
0,0,0,0,0.036437,0,0.08502,0.64372,0.23482,0,0,0,0
0,0,0.0082305,0.049383,0.51852,0.39506,0.028807,0,0,0,0,0,0
0,0.0076849,0.052834,0.15082,0.3074,0.24592,0.074928,0.054755,0.072046,0.0317,0.0019212,0,0
0,0,0,0,0,0,0.075949,0.8481,0.075949,0,0,0,0
0,0,0,0,0,0,0.21985,0.76508,0.015075,0,0,0,0
0,0,0,0,0,0,0.17216,0.64441,0.18343,0,0,0,0
0,0,0,0,0,0,0.016598,0.60581,0.36929,0.0082988,0,0,0
0,0,0,0,0.016393,0.28279,0.58607,0.10246,0.012295,0,0,0,0
0,0,0,0.042735,0.10085,0.23932,0.34017,0.18632,0.070085,0.018803,0.0017094,0,0
0,0,0,0,0,0.046429,0.66786,0.28214,0.0035714,0,0,0,0
0,0,0,0,0.0035971,0.02518,0.65468,0.30576,0.010791,0,0,0,0
0,0,0,0,0,0.032609,0.6087,0.35598,0.0027174,0,0,0,0
0,0,0,0,0,0,0,0,0.0044444,0.017778,0.084444,0.89333,0
0,0,0,0,0,0,0,0,0,0,0.04918,0.95082,0
0,0,0,0.012397,0.012397,0.24793,0.55785,0.16529,0.0041322,0,0,0,0
0,0,0,0,0.039474,0.082237,0.22862,0.2648,0.22039,0.13158,0.03125,0.0016447,0
0,0.017493,0.45481,0.22741,0.0029155,0.023324,0.18367,0.090379,0,0,0,0,0
0,0,0,0,0,0.001328,0.066401,0.7583,0.15936,0.01328,0.001328,0,0
0,0,0,0,0,0.003096,0.20124,0.78947,0.006192,0,0,0,0
0,0,0,0.017857,0.025,0.021429,0.11071,0.36071,0.45,0.014286,0,0,0
0,0,0,0,0,0,0.12277,0.41071,0.43527,0.03125,0,0,0
0,0,0,0,0.0019011,0.047529,0.36122,0.48099,0.10266,0.0057034,0,0,0
0,0,0,0,0,0,0.2,0.8,0,0,0,0,0
0,0,0,0,0,0,0.21348,0.78652,0,0,0,0,0
0,0,0,0,0.040193,0.2074,0.32797,0.3328,0.09164,0,0,0,0
0,0,0,0.0038402,0.026882,0.049155,0.077573,0.39939,0.34101,0.099078,0.0030722,0,0
0,0,0,0,0.0026455,0.24868,0.21693,0.48413,0.047619,0,0,0,0
0,0,0,0,0,0.0037064,0.015567,0.073388,0.11935,0.24981,0.41364,0.12454,0
0,0,0,0,0.01913,0.027826,0.031304,0.04,0.14261,0.17739,0.29391,0.26783,0
0,0,0,0,0.0078125,0,0.0039063,0.28516,0.70313,0,0,0,0
0.011268,0.070423,0.056338,0.076056,0.37465,0.27324,0.12113,0.014085,0.0028169,0,0,0,0
0,0,0.0045767,0.059497,0.4508,0.20595,0.1762,0.08238,0.020595,0,0,0,0
0,0,0,0,0,0,0,0,0,0.4788,0.48057,0.040636,0
0,0,0,0,0,0,0,0,0,0.23435,0.71377,0.051878,0
0,0,0,0,0,0,0,0,0,0.69005,0.30995,0,0
0,0,0.010691,0.078125,0.17599,0.19243,0.17188,0.14309,0.070724,0.04852,0.10526,0.0032895,0
0,0,0,0,0,0,0.11157,0.50413,0.3843,0,0,0,0
0,0,0,0,0,0.0026385,0.11082,0.5409,0.34565,0,0,0,0
0,0,0,0,0,0,0.11692,0.85538,0.027692,0,0,0,0
0,0,0,0,0,0,0.60547,0.375,0.019531,0,0,0,0
0,0,0,0,0,0.06,0.612,0.328,0,0,0,0,0
0.001065,0,0,0.0031949,0.018104,0.34931,0.20341,0.34718,0.077742,0,0,0,0
0.028269,0.22085,0.25972,0.31625,0.081272,0.051237,0.017668,0.024735,0,0,0,0,0
0.0032733,0.02455,0.050736,0.16694,0.38789,0.32733,0.036007,0.0032733,0,0,0,0,0
0,0,0,0,0,0,0.1126,0.78552,0.10188,0,0,0,0
0,0,0,0,0,0,0.067925,0.83019,0.10189,0,0,0,0
0,0,0,0,0,0,0.053156,0.69324,0.24252,0.011074,0,0,0
0,0,0,0,0,0,0.028626,0.75,0.22137,0,0,0,0
0,0,0,0,0,0,0.010724,0.87131,0.085791,0.032172,0,0,0
0,0,0,0,0,0,0.055901,0.87578,0.065217,0.0031056,0,0,0
0.0040984,0,0,0.19672,0.12705,0.27869,0.39344,0,0,0,0,0,0
0,0,0,0,0.070175,0.88421,0.045614,0,0,0,0,0,0
0,0,0,0,0.015075,0.84925,0.13568,0,0,0,0,0,0
0,0,0,0,0.15328,0.82117,0.025547,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.13306,0.70968,0.15726,0
0,0,0,0,0,0,0,0,0,0,0.76062,0.23938,0
0,0.0026316,0,0,0.031579,0.0078947,0.068421,0.068421,0.37895,0.27368,0.16842,0,0
0,0,0,0,0,0,0.017668,0.74912,0.23322,0,0,0,0
0,0,0,0,0,0,0.0073801,0.85609,0.13284,0.00369,0,0,0
0,0,0,0,0,0,0,0.62729,0.36568,0.0070323,0,0,0
0,0,0,0,0,0.0076923,0.065385,0.60769,0.31923,0,0,0,0
0,0,0,0,0,0,0.10081,0.73387,0.16532,0,0,0,0
0,0,0,0,0,0.0091228,0.25404,0.51228,0.20632,0.018246,0,0,0
0,0,0,0,0,0,0.0071942,0.83453,0.15827,0,0,0,0
0,0,0,0,0,0,0.0037037,0.5963,0.39815,0.0018519,0,0,0
0,0,0,0,0,0,0.011719,0.92578,0.0625,0,0,0,0
0,0,0,0,0,0,0.048223,0.53046,0.42132,0,0,0,0
0,0,0,0,0,0,0,0.87535,0.12465,0,0,0,0
0.0038168,0,0,0.0038168,0,0.65267,0.09542,0.19084,0.053435,0,0,0,0
0,0.064865,0.078378,0.27297,0.048649,0.0027027,0,0.12973,0.3973,0.0027027,0.0027027,0,0
0,0,0,0,0,0.04284,0.47613,0.33905,0.13341,0.0085679,0,0,0
