2016,9,21,17,45,19,15
2016,9,22,18,41,19,41
2016,9,23,18,22,19,31
2016,9,24,14,42,16,55
2016,9,25,13,44,14,24
2016,9,28,17,50,19,15
2016,10,1,14,27,15,36
2016,10,2,12,42,13,33
2016,10,3,17,8,18,48
2016,10,4,18,0,19,26
2016,10,5,18,20,19,39
2016,10,6,17,0,19,10
2016,10,7,17,51,18,55
2016,10,8,13,36,14,43
2016,10,10,13,36,14,43
