-0.9043,-1.3241,0.8586,0.32069,-0.58763,0.011443,0.77725,0.63908,0.21515,-0.45044,-0.0032344,0.90506,-0.99479,-1.1183,-0.23488,-1.2337,-1.4984,1.1827,-0.21637,0.21547,1.1553,-0.26166,0.30201,-0.018072,-0.47892,-0.47122,-0.62514,0.94305,0.54937,0.26065,-0.49696,-0.225,0.22973,0.20927,-0.053657,0.20246,0.1529,-0.2338,-1.4486,0.15259,0.50559,-1.1692,0.054544,0.14522,-0.059586,-0.78009,0.093244,0.23069,0.07466,0.13081
1.5665,-1.6885,0.86513,0.303,-0.15107,0.42789,0.87809,-0.55348,0.2603,0.67619,-0.8759,1.1318,0.71144,0.13207,-1.0347,-0.0042777,-0.77486,0.81975,1.2992,-0.32277,0.0052661,0.46225,0.44921,0.43247,0.57247,-1.0298,-0.46565,-0.0103,-0.569,0.91398,-0.43078,-0.14584,-0.8866,0.17254,1.0432,-0.87262,-0.62322,-0.9202,-0.28657,-0.12247,0.41716,0.053794,-0.25929,-1.0061,-0.45521,1.0689,-1.8461,0.5941,0.37286,0.65282
-0.83962,0.57233,-1.032,-0.86877,0.82096,-0.55157,0.71428,0.26218,1.4672,-0.47531,-0.52351,1.3068,0.37402,0.77492,0.4253,-0.74242,-0.33581,-0.22928,0.68424,0.097111,0.49442,0.47877,-0.48242,-0.25925,0.47267,-0.45996,0.53523,0.0040479,0.82417,0.59885,0.5577,-0.33627,-1.4439,1.5039,-0.5236,-1.2409,-0.46757,-0.61789,0.75771,-0.96151,-1.312,-0.98329,-0.58813,-0.79041,-0.34267,-1.8435,-0.052242,1.0132,0.30744,0.3183
0.57177,2.096,1.4077,-1.4131,0.94302,0.087163,-5.2281,-0.60403,-1.7115,-0.053962,-1.0342,-0.28087,-0.45922,1.3447,0.68321,0.57217,-1.3554,0.9489,-3.0839,0.64548,1.6738,1.1559,-1.5294,0.064861,1.8646,0.97262,1.633,-0.85935,-1.5773,0.98352,-0.6455,-1.4082,0.68983,1.6206,1.1655,-0.48461,0.62966,-0.62187,0.29592,0.54145,-1.0552,1.8676,-4.3943,1.4138,1.8164,-0.68661,-0.12105,2.2099,0.026348,-2.4891
-1.3,1.4344,0.5502,-1.8447,-3.8307,1.2863,1.1005,1.4193,0.88928,-7.4086,0.5381,-1.0267,1.144,0.9132,1.1832,-4.7584,-8.5081,-3.4351,1.5335,-1.6167,0.45966,0.7881,-0.57316,-5.6312,-3.5874,0.45391,-0.64177,-2.0103,1.9318,-6.3078,-1.6567,-0.0080188,-0.40192,-2.0358,-1.8761,-0.67644,1.4889,-0.093702,-6.1624,-5.2661,0.5411,-5.5325,0.74201,-4.2068,-6.4967,-0.75236,0.92397,1.3833,1.1798,0.78804
-8.9272,-15.172,-3.952,-1.6041,-0.43952,-13.146,-9.2122,-1.8206,-7.5212,-11.316,-11.908,-15.823,-4.4866,-1.4038,-6.419,-2.8839,-5.5553,-8.3527,-4.0835,-9.0285,0.010557,-7.0675,-2.8475,-8.898,-0.28747,0.091634,-7.0478,-7.4807,-17.849,-6.4366,-8.9102,-4.1188,-12.803,-0.30566,-10.476,-5.3727,-5.391,-0.78526,-13.736,-0.026951,-10.87,-10.881,-1.0474,-2.1655,-14.162,-12.481,-10.942,-4.2516,-5.7369,-3.9663
-8.0935,-4.4559,-12.096,-7.6574,-10.651,-13.105,-7.1415,-7.9683,-8.2482,-16.454,-9.3233,-5.5932,-9.4104,-7.3495,-12.842,-8.3287,-7.6583,-7.0427,-6.3838,-5.6078,-11.745,-8.6322,-8.247,-7.9264,-4.7772,-6.0166,-8.9438,-8.3088,-16.196,-17.667,-7.2797,-11.954,-14.053,-5.1615,-9.5537,-15.824,-6.8656,-4.0156,-7.3694,-7.4016,-5.4751,-7.7728,-9.2726,-22.03,-15.284,-10.504,-6.7471,-11.748,-4.5367,-7.2518
-10.131,-10.907,-10.478,-6.182,-6.4299,-7.3049,-3.4533,-9.9008,-8.191,-11.794,-5.9686,-15.003,-11.568,-6.171,-7.4749,-15.927,-6.2075,-5.9853,-10.928,-12.412,-9.6259,-4.9049,-10.734,-14.749,-16.941,-7.5406,-11.609,-8.8325,-5.1345,-8.3201,-6.0035,-10.175,-12.198,-14.711,-8.4197,-13.504,-4.9016,-12.275,-8.5975,-5.9537,-16.18,-9.226,-5.3328,-5.2257,-11.753,-7.9491,-10.869,-5.7177,-7.1768,-8.6068
-5.0803,-9.1399,-7.1333,-0.8726,-13.56,-4.9012,-2.8827,-1.7383,-7.6766,-1.5452,-3.539,-6.0305,-0.23174,-7.566,-7.7353,-1.4075,-6.3244,-4.1014,-2.6684,-0.97165,-2.912,-1.3505,-2.8963,-7.0525,-4.8349,-6.2451,-1.1528,0.066088,-12.22,-0.42625,0.12089,-7.4938,-11.558,-8.8803,-8.8753,-0.13737,-12.425,-8.1831,-15.933,-1.0995,-2.6249,-1.3704,-13.255,-4.0224,-3.0151,-0.3122,-8.7138,-6.3845,-5.2867,-6.324
1.0899,-0.96097,-2.7647,0.20911,0.47274,0.0054384,-0.49332,-7.4895,0.34601,1.7056,-5.2101,-3.0757,-1.3397,0.12935,0.67302,-3.7121,-1.1526,-5.485,1.4095,0.82986,1.6829,-1.9519,1.8796,-2.0163,2.0079,-4.2967,0.88166,-0.27351,-0.20847,2.1868,-9.4373,-1.7392,-0.83181,-2.3198,-3.5605,-0.28378,-0.41035,0.010901,-4.1019,0.7395,0.074988,-1.3446,1.4172,-3.9077,-2.4486,0.5066,0.44796,-0.87109,-5.1744,-1.876
